survey_id,survey_psu,survey_weight,survey_strata,sba,wealth,education,area
    2002 183  2,2002,1.593954,2,0,1,0,2
    2002 188  2,2002,1.593954,2,0,1,0,2
    2101  35  1,2101,1.593954,2,0,1,1,2
    2101  83  6,2101,1.593954,2,1,2,0,2
    2101  84  2,2101,1.593954,2,0,2,0,2
    2101 107  2,2101,1.593954,2,0,4,0,2
    2101 115  3,2101,1.593954,2,1,2,2,2
    2101 142  2,2101,1.593954,2,1,1,0,2
    2101 144  2,2101,1.593954,2,0,2,0,2
    2201   3  1,2201,0.159064,3,1,5,3,1
    2201  94  2,2201,0.159064,3,0,4,2,1
    2201 490  1,2201,0.159064,3,0,5,0,1
    2202 136  4,2202,0.159064,3,0,3,2,1
    2202 212  4,2202,0.159064,3,0,4,0,1
    2202 263  2,2202,0.159064,3,0,3,0,1
    2203  14  3,2203,0.413885,4,0,2,0,2
    2203  21  3,2203,0.413885,4,0,1,0,2
    2203  22  2,2203,0.413885,4,0,1,0,2
    2203  49  1,2203,0.413885,4,0,2,0,2
    2203  51  1,2203,0.413885,4,0,2,0,2
    2203  87  1,2203,0.413885,4,0,2,0,2
    2203  88  5,2203,0.413885,4,0,2,0,2
    2204  28  1,2204,0.413885,4,0,4,3,2
    2205  14  3,2205,0.413885,4,1,2,1,2
    2205  35  1,2205,0.413885,4,0,1,0,2
    2205  40  3,2205,0.413885,4,0,1,0,2
    2205  57  2,2205,0.413885,4,0,2,0,2
    2205  64  4,2205,0.413885,4,0,2,1,2
    2205  82  2,2205,0.413885,4,0,2,1,2
    2206   5  2,2206,0.413885,4,0,2,0,2
    2206  46  1,2206,0.413885,4,0,3,0,2
    2206  53  3,2206,0.413885,4,0,3,1,2
    2206  75  3,2206,0.413885,4,0,3,2,2
    2206 123  3,2206,0.413885,4,1,2,0,2
    2206 153  1,2206,0.413885,4,1,2,1,2
    2301  18  4,2301,0.413885,4,0,2,0,2
    2301  35  5,2301,0.413885,4,1,1,1,2
    2301  38  2,2301,0.413885,4,0,2,0,2
    2301  41  1,2301,0.413885,4,1,2,2,2
    2301  85  2,2301,0.413885,4,0,2,0,2
    2302  39  4,2302,0.413885,4,0,2,1,2
    2302  81  4,2302,0.413885,4,1,2,0,2
    2302 131  2,2302,0.413885,4,0,2,0,2
    2302 134  3,2302,0.413885,4,0,2,1,2
    2302 135  2,2302,0.413885,4,0,2,0,2
    2302 170  1,2302,0.413885,4,0,2,0,2
    2302 174  3,2302,0.413885,4,0,2,2,2
    2303  48  1,2303,0.413885,4,1,4,3,2
    2303  94  2,2303,0.413885,4,0,2,0,2
    2303 102  3,2303,0.413885,4,0,3,2,2
    2303 140  2,2303,0.413885,4,0,2,0,2
    2303 175  3,2303,0.413885,4,1,2,1,2
    2304  58  2,2304,0.413885,4,0,4,0,2
    2304  84  2,2304,0.413885,4,0,2,0,2
    2305  18  1,2305,0.413885,4,0,1,0,2
    2305  94  2,2305,0.413885,4,1,4,2,2
    2305 150  2,2305,0.413885,4,0,1,0,2
    2305 216  2,2305,0.413885,4,0,2,2,2
    2306  32  5,2306,0.413885,4,1,2,2,2
    2306  66  3,2306,0.413885,4,1,4,2,2
    2306  98  2,2306,0.413885,4,0,3,1,2
    2306 102  3,2306,0.413885,4,1,4,2,2
    2307   6  3,2307,0.413885,4,1,2,1,2
    2307  56  2,2307,0.413885,4,0,2,1,2
    2307  58  2,2307,0.413885,4,0,2,0,2
    2307  59  4,2307,0.413885,4,1,3,0,2
    2307  62  3,2307,0.413885,4,0,3,0,2
    2307  64  3,2307,0.413885,4,0,3,0,2
    2307  90  2,2307,0.413885,4,0,3,0,2
    2308   7  2,2308,0.413885,4,0,1,0,2
    2308  56  7,2308,0.413885,4,1,2,1,2
    2309   4  2,2309,0.413885,4,0,3,1,2
    2309  19  4,2309,0.413885,4,0,3,2,2
    2309  20  3,2309,0.413885,4,0,3,2,2
    2309  45  2,2309,0.413885,4,0,1,0,2
    2309  55  4,2309,0.413885,4,0,3,2,2
    2401  20  2,2401,1.593954,2,0,2,0,2
    2401  40  1,2401,1.593954,2,0,1,0,2
    2401  42  7,2401,1.593954,2,0,2,2,2
    2401  42 11,2401,1.593954,2,0,2,1,2
    2401  46  4,2401,1.593954,2,0,2,1,2
    2401  48  3,2401,1.593954,2,0,2,0,2
    2401  57  7,2401,1.593954,2,0,1,2,2
    2401  59  3,2401,1.593954,2,0,2,2,2
    2401  59  5,2401,1.593954,2,0,2,1,2
    2501 151  4,2501,1.146469,1,1,5,3,1
    2501 284  2,2501,1.146469,1,1,4,0,1
    2501 512  2,2501,1.146469,1,1,5,2,1
    2601  13 10,2601,1.146469,1,1,4,3,1
    2601 101  4,2601,1.146469,1,1,5,3,1
    2601 239  2,2601,1.146469,1,1,5,1,1
    2601 308  4,2601,1.146469,1,1,5,2,1
    2601 318  2,2601,1.146469,1,1,4,1,1
    2601 337  7,2601,1.146469,1,1,5,3,1
    2602  61  3,2602,1.593954,2,1,4,2,2
    2602 117  3,2602,1.593954,2,1,5,2,2
    2602 176  2,2602,1.593954,2,1,4,2,2
    2602 180  4,2602,1.593954,2,1,4,2,2
    2602 227  2,2602,1.593954,2,1,5,0,2
    2603 124  2,2603,1.593954,2,1,5,2,2
    2603 245  2,2603,1.593954,2,1,5,0,2
    2603 246  2,2603,1.593954,2,1,5,0,2
    2603 247  2,2603,1.593954,2,1,5,2,2
    2603 248  2,2603,1.593954,2,1,5,0,2
    2603 496  6,2603,1.593954,2,1,5,2,2
    2701 159  3,2701,1.146469,1,1,5,1,1
    2701 583  2,2701,1.146469,1,0,5,2,1
    2701 620  2,2701,1.146469,1,1,5,2,1
    2702 132 13,2702,1.146469,1,1,5,3,1
    2702 200  2,2702,1.146469,1,1,5,2,1
    2703 361  2,2703,1.146469,1,1,5,3,1
    2704 103  2,2704,1.146469,1,1,5,3,1
    2704 344  4,2704,1.146469,1,1,5,3,1
    2704 359  2,2704,1.146469,1,0,4,0,1
    2704 404  2,2704,1.146469,1,1,5,1,1
    2705 364  2,2705,1.146469,1,1,5,3,1
    2706 180  2,2706,1.146469,1,1,5,3,1
    2706 220  4,2706,1.146469,1,1,5,3,1
    2706 281  2,2706,1.146469,1,1,5,3,1
    2706 301  2,2706,1.146469,1,1,5,3,1
    2706 382  2,2706,1.146469,1,1,4,1,1
    2706 685  2,2706,1.146469,1,0,5,0,1
    2707  23  3,2707,1.146469,1,1,4,2,1
    2707 197  2,2707,1.146469,1,1,5,1,1
    2707 222  2,2707,1.146469,1,0,4,3,1
    2707 247 11,2707,1.146469,1,1,5,3,1
    2707 272  2,2707,1.146469,1,0,4,0,1
    2707 371  2,2707,1.146469,1,0,4,1,1
    2707 819  2,2707,1.146469,1,1,4,0,1
    2707 869  1,2707,1.146469,1,0,5,0,1
    2708   5  2,2708,1.146469,1,1,5,1,1
    2708 194  2,2708,1.146469,1,1,5,0,1
    2708 218  2,2708,1.146469,1,1,3,0,1
    2708 502  4,2708,1.146469,1,1,4,2,1
    2708 620  2,2708,1.146469,1,0,5,1,1
    2709  67  2,2709,1.146469,1,1,4,0,1
    2709 407  1,2709,1.146469,1,1,5,1,1
    2710  71  1,2710,1.146469,1,1,5,2,1
    2710 429  2,2710,1.146469,1,1,5,3,1
    2710 494  2,2710,1.146469,1,0,5,2,1
    2711  27  3,2711,1.146469,1,1,5,2,1
    2711 419  2,2711,1.146469,1,1,5,3,1
    2711 509  2,2711,1.146469,1,1,5,2,1
    2712 182  5,2712,1.593954,2,0,4,2,2
    2712 182  6,2712,1.593954,2,0,4,1,2
    2712 182  9,2712,1.593954,2,1,4,1,2
    2712 577  2,2712,1.593954,2,1,5,0,2
    2712 987  2,2712,1.593954,2,0,4,0,2
    2712 992  2,2712,1.593954,2,1,4,0,2
    2713  27  2,2713,1.593954,2,1,5,2,2
    2713 244  4,2713,1.593954,2,1,5,3,2
    2713 251  1,2713,1.593954,2,1,4,0,2
    2714 117  3,2714,1.593954,2,1,5,3,2
    2714 119  2,2714,1.593954,2,1,5,3,2
    2714 122  5,2714,1.593954,2,1,5,3,2
    2714 122  8,2714,1.593954,2,1,5,3,2
    2714 123  3,2714,1.593954,2,1,5,3,2
    2715 191  2,2715,1.593954,2,1,4,2,2
    2715 193  5,2715,1.593954,2,1,5,2,2
    2715 196  2,2715,1.593954,2,1,4,0,2
    2715 199  2,2715,1.593954,2,1,5,3,2
    2715 200  1,2715,1.593954,2,1,5,2,2
    2716 333  1,2716,1.593954,2,1,5,3,2
    2716 521  2,2716,1.593954,2,1,5,3,2
    2716 711  2,2716,1.593954,2,1,5,3,2
    2716 716  1,2716,1.593954,2,0,4,1,2
    2716 719  2,2716,1.593954,2,1,5,2,2
    2901  47  1,2901,0.413885,4,0,1,0,2
    2901  99  1,2901,0.413885,4,0,1,0,2
    2901 148  1,2901,0.413885,4,0,1,0,2
    2901 190  2,2901,0.413885,4,0,2,1,2
    2902   5  1,2902,0.413885,4,0,3,0,2
    2902  14  2,2902,0.413885,4,1,2,0,2
    2902  19  4,2902,0.413885,4,0,3,2,2
    2902  27  2,2902,0.413885,4,0,2,0,2
    2902  30  1,2902,0.413885,4,0,2,0,2
    2902  33  4,2902,0.413885,4,0,1,0,2
    3001  15  2,3001,1.593954,2,0,1,1,2
    3001  16  2,3001,1.593954,2,0,2,0,2
    3001  65  2,3001,1.593954,2,0,1,1,2
    3001 114  1,3001,1.593954,2,0,1,0,2
    3001 115  2,3001,1.593954,2,0,1,0,2
    3001 166  2,3001,1.593954,2,0,2,1,2
    3001 167 10,3001,1.593954,2,0,1,0,2
    3002  20  2,3002,1.593954,2,0,1,1,2
    3002  21  2,3002,1.593954,2,0,2,1,2
    3002  44  5,3002,1.593954,2,0,1,1,2
    3002  45  4,3002,1.593954,2,0,1,0,2
    3002  48  1,3002,1.593954,2,0,2,1,2
    3002  75  5,3002,1.593954,2,0,3,2,2
    3002 107  2,3002,1.593954,2,0,2,0,2
    3002 108  4,3002,1.593954,2,0,1,2,2
    3002 108  8,3002,1.593954,2,0,1,0,2
    3002 110  2,3002,1.593954,2,0,1,0,2
    3101 548  2,3101,1.146469,1,1,5,1,1
    3102 102  2,3102,1.146469,1,1,5,2,1
    3102 111  1,3102,1.146469,1,1,5,2,1
    3102 194  2,3102,1.146469,1,1,5,3,1
    3102 203  2,3102,1.146469,1,1,5,2,1
    3102 231  2,3102,1.146469,1,1,4,2,1
    3103  54  3,3103,1.593954,2,0,3,2,2
    3103  56  3,3103,1.593954,2,0,1,0,2
    3103 128  4,3103,1.593954,2,0,2,0,2
    3103 131  2,3103,1.593954,2,0,1,0,2
    3103 132  2,3103,1.593954,2,0,1,0,2
    3103 195  4,3103,1.593954,2,0,2,0,2
    3104  12  5,3104,1.593954,2,0,1,0,2
    3104  14  1,3104,1.593954,2,0,1,1,2
    3104  19  2,3104,1.593954,2,0,1,0,2
    3104  21  2,3104,1.593954,2,0,1,0,2
    3104  66  1,3104,1.593954,2,0,1,0,2
    3104  67  8,3104,1.593954,2,0,1,0,2
    3104  71  1,3104,1.593954,2,0,1,0,2
    3104  73  2,3104,1.593954,2,0,2,0,2
    3104 105  4,3104,1.593954,2,0,1,0,2
    3104 106  2,3104,1.593954,2,0,1,0,2
    3104 113  2,3104,1.593954,2,0,1,0,2
    3104 154  3,3104,1.593954,2,0,1,0,2
    3104 158  2,3104,1.593954,2,0,1,1,2
    3104 159  4,3104,1.593954,2,0,1,0,2
    3104 160  2,3104,1.593954,2,0,1,2,2
    3104 163  3,3104,1.593954,2,0,1,0,2
    3201  85  2,3201,2.512923,6,1,5,1,2
    3201 198  2,3201,2.512923,6,0,5,2,2
    3201 304  6,3201,2.512923,6,1,4,1,2
    3201 305  2,3201,2.512923,6,0,2,0,2
    3201 306  1,3201,2.512923,6,0,2,2,2
    3201 311  2,3201,2.512923,6,1,4,2,2
    3201 414  6,3201,2.512923,6,1,5,2,2
    3201 419  4,3201,2.512923,6,0,4,2,2
    3201 421  4,3201,2.512923,6,1,5,3,2
    3202  25  5,3202,2.512923,6,1,5,0,2
    3202  26  4,3202,2.512923,6,0,3,1,2
    3202  27  4,3202,2.512923,6,1,4,1,2
    3202  31  4,3202,2.512923,6,0,3,0,2
    3202  84  5,3202,2.512923,6,0,2,1,2
    3202 131  3,3202,2.512923,6,0,3,2,2
    3202 134  1,3202,2.512923,6,0,1,0,2
    3202 173  8,3202,2.512923,6,1,1,0,2
    3301   1  2,3301,2.512923,6,1,2,0,2
    3301   5  4,3301,2.512923,6,0,3,0,2
    3301   8  4,3301,2.512923,6,0,3,1,2
    3301  55  4,3301,2.512923,6,1,3,0,2
    3301  63  4,3301,2.512923,6,0,2,0,2
    3301 109  2,3301,2.512923,6,0,3,0,2
    3301 111  1,3301,2.512923,6,1,2,0,2
    3301 148  1,3301,2.512923,6,1,3,0,2
    3302 113  4,3302,2.512923,6,0,4,2,2
    3302 118  2,3302,2.512923,6,1,3,2,2
    3302 286  2,3302,2.512923,6,0,2,0,2
    3302 291  3,3302,2.512923,6,0,3,2,2
    3303   5  6,3303,2.512923,6,1,4,2,2
    3303  46  3,3303,2.512923,6,1,5,2,2
    3303  47  3,3303,2.512923,6,1,4,1,2
    3303  83  3,3303,2.512923,6,0,3,1,2
    3303 127  9,3303,2.512923,6,1,4,1,2
    3303 130  2,3303,2.512923,6,0,3,1,2
    3401 119  4,3401,0.670346,5,1,5,2,1
    3401 222  2,3401,0.670346,5,1,4,0,1
    3401 257  4,3401,0.670346,5,1,4,1,1
    3401 274  2,3401,0.670346,5,0,4,0,1
    3401 361  2,3401,0.670346,5,1,3,0,1
    3401 430  4,3401,0.670346,5,1,5,2,1
    3401 534  2,3401,0.670346,5,1,5,2,1
    3402  40  2,3402,0.670346,5,1,5,2,1
    3402  68  4,3402,0.670346,5,1,4,0,1
    3402  74  4,3402,0.670346,5,1,4,0,1
    3402  92  3,3402,0.670346,5,1,5,0,1
    3402 103  7,3402,0.670346,5,0,5,0,1
    3402 120  4,3402,0.670346,5,1,5,0,1
    3402 120  6,3402,0.670346,5,1,5,1,1
    3403  27  2,3403,0.670346,5,1,5,1,1
    3403 128  7,3403,0.670346,5,1,4,1,1
    3403 137  8,3403,0.670346,5,1,5,2,1
    3403 145  3,3403,0.670346,5,1,5,1,1
    3403 154  2,3403,0.670346,5,0,2,0,1
    3403 204  4,3403,0.670346,5,1,3,1,1
    3403 246  2,3403,0.670346,5,1,5,3,1
    3403 272  2,3403,0.670346,5,1,5,2,1
    3404  15  2,3404,2.512923,6,0,1,0,2
    3404  16  2,3404,2.512923,6,1,1,0,2
    3404  17  3,3404,2.512923,6,0,2,1,2
    3404  18  2,3404,2.512923,6,0,4,0,2
    3404  20  1,3404,2.512923,6,0,3,0,2
    3404  76  2,3404,2.512923,6,1,4,0,2
    3404  77  2,3404,2.512923,6,0,3,0,2
    3404  79  2,3404,2.512923,6,0,1,0,2
    3404  80  6,3404,2.512923,6,1,4,2,2
    3404  83  2,3404,2.512923,6,1,4,0,2
    3404  83 13,3404,2.512923,6,0,4,0,2
    3404  83 18,3404,2.512923,6,1,4,0,2
    3404  83 26,3404,2.512923,6,0,4,0,2
    3404  84 11,3404,2.512923,6,1,4,3,2
    3404 138  2,3404,2.512923,6,0,3,0,2
    3404 139  2,3404,2.512923,6,0,1,0,2
    3404 144  2,3404,2.512923,6,0,2,0,2
    3404 145  2,3404,2.512923,6,0,2,0,2
    3404 146  2,3404,2.512923,6,0,2,0,2
    3404 147  2,3404,2.512923,6,0,3,0,2
    3404 147  4,3404,2.512923,6,1,3,0,2
    3404 195  2,3404,2.512923,6,0,1,0,2
    3404 196  3,3404,2.512923,6,0,2,0,2
    3501 317  2,3501,0.670346,5,1,5,2,1
    3501 365  2,3501,0.670346,5,1,5,3,1
    3501 413  6,3501,0.670346,5,1,5,1,1
    3501 429  7,3501,0.670346,5,1,5,3,1
    3501 526  5,3501,0.670346,5,1,5,2,1
    3502  11  6,3502,0.670346,5,1,5,3,1
    3502 251  2,3502,0.670346,5,1,5,2,1
    3503  82  1,3503,0.670346,5,1,4,2,1
    3503 186  4,3503,0.670346,5,1,4,2,1
    3504  17  7,3504,0.670346,5,1,4,1,1
    3505  81  1,3505,2.512923,6,0,3,1,2
    3505  82  2,3505,2.512923,6,1,4,1,2
    3505 104  2,3505,2.512923,6,1,5,3,2
    3506  47  2,3506,2.512923,6,1,4,1,2
    3506  52  1,3506,2.512923,6,1,2,0,2
    3506 271  2,3506,2.512923,6,0,4,2,2
    3507  29  4,3507,2.512923,6,1,4,3,2
    3507 142  2,3507,2.512923,6,1,5,3,2
    3508 111  1,3508,2.512923,6,0,4,1,2
    3508 112  1,3508,2.512923,6,1,5,2,2
    3508 168  1,3508,2.512923,6,1,5,2,2
    3508 173  4,3508,2.512923,6,0,4,1,2
    3508 217  2,3508,2.512923,6,1,4,1,2
    3508 222  3,3508,2.512923,6,0,4,1,2
    3601  82  1,3601,0.457021,24,1,5,2,1
    3601  91  2,3601,0.457021,24,1,4,2,1
    3601 186  1,3601,0.457021,24,1,5,3,1
    3601 215  2,3601,0.457021,24,0,2,0,1
    3601 243  2,3601,0.457021,24,0,5,2,1
    3601 281  4,3601,0.457021,24,0,5,0,1
    3601 329  1,3601,0.457021,24,1,5,0,1
    3602  45  1,3602,1.932664,25,0,2,2,2
    3602 135  4,3602,1.932664,25,0,2,1,2
    3602 139  2,3602,1.932664,25,0,2,1,2
    3602 174  3,3602,1.932664,25,1,2,2,2
    3701   8  2,3701,1.932664,25,0,1,0,2
    3701   9  7,3701,1.932664,25,0,2,0,2
    3701  10  2,3701,1.932664,25,0,2,1,2
    3701  11  2,3701,1.932664,25,0,1,0,2
    3701  16  2,3701,1.932664,25,0,2,1,2
    3701  18  4,3701,1.932664,25,0,2,0,2
    3701  21  3,3701,1.932664,25,1,2,2,2
    3701  32  3,3701,1.932664,25,0,3,1,2
    3701  35  3,3701,1.932664,25,0,1,0,2
    3701  37  2,3701,1.932664,25,0,2,0,2
    3701  39  3,3701,1.932664,25,0,3,3,2
    3701  48  4,3701,1.932664,25,0,3,3,2
    3801  45  2,3801,0.457021,24,1,4,2,1
    3802   3  2,3802,1.932664,25,0,2,0,2
    3802  10  3,3802,1.932664,25,0,5,2,2
    3802 140  2,3802,1.932664,25,0,4,0,2
    3802 396  2,3802,1.932664,25,0,5,1,2
    3803  22  4,3803,1.932664,25,0,4,2,2
    3803  31  2,3803,1.932664,25,0,1,0,2
    3803 102  3,3803,1.932664,25,1,5,2,2
    3803 102  6,3803,1.932664,25,1,5,2,2
    3803 162  4,3803,1.932664,25,1,3,2,2
    3803 167  2,3803,1.932664,25,1,3,2,2
    3803 232  3,3803,1.932664,25,1,5,2,2
    3803 236  2,3803,1.932664,25,1,5,2,2
    3804   5  2,3804,1.932664,25,1,3,1,2
    3804  37  5,3804,1.932664,25,1,1,1,2
    3804  38  3,3804,1.932664,25,1,2,2,2
    3804  58  3,3804,1.932664,25,0,2,0,2
    3804  60  1,3804,1.932664,25,0,1,0,2
    3804  63  8,3804,1.932664,25,0,1,2,2
    3804  88  2,3804,1.932664,25,0,1,0,2
    3804  89  3,3804,1.932664,25,0,1,0,2
    3804  91  7,3804,1.932664,25,0,1,1,2
    3804  94  3,3804,1.932664,25,0,1,0,2
    3901  89  2,3901,0.457021,24,1,5,2,1
    3901 166  3,3901,0.457021,24,1,4,2,1
    3901 373  3,3901,0.457021,24,1,4,2,1
    3902  14  3,3902,1.932664,25,1,4,3,2
    3902  19  1,3902,1.932664,25,1,4,2,2
    3902  47  5,3902,1.932664,25,0,4,2,2
    3902  49  3,3902,1.932664,25,0,3,2,2
    3902  98  2,3902,1.932664,25,0,2,1,2
    3902 106  3,3902,1.932664,25,0,4,2,2
    3903   4  3,3903,1.932664,25,1,3,2,2
    3903   6  3,3903,1.932664,25,0,3,1,2
    3903  32  4,3903,1.932664,25,0,2,1,2
    3903  58  1,3903,1.932664,25,1,3,2,2
    4001  19  2,4001,0.457021,24,1,4,1,1
    4001  29  2,4001,0.457021,24,0,4,0,1
    4001  39  3,4001,0.457021,24,1,5,2,1
    4001  58  4,4001,0.457021,24,1,5,2,1
    4001  78  2,4001,0.457021,24,1,4,1,1
    4001 138  4,4001,0.457021,24,1,5,3,1
    4001 138  6,4001,0.457021,24,1,5,3,1
    4001 157  8,4001,0.457021,24,1,5,3,1
    4001 345  2,4001,0.457021,24,0,1,1,1
    4002  20  2,4002,0.457021,24,1,4,2,1
    4002  65  1,4002,0.457021,24,0,4,1,1
    4002  87  4,4002,0.457021,24,1,5,2,1
    4002  94  2,4002,0.457021,24,1,4,2,1
    4002 109  1,4002,0.457021,24,1,4,1,1
    4002 117  2,4002,0.457021,24,0,4,1,1
    4002 139  4,4002,0.457021,24,1,5,2,1
    4003  38  2,4003,0.457021,24,0,5,2,1
    4003 140  2,4003,0.457021,24,1,4,1,1
    4003 319  2,4003,0.457021,24,1,5,3,1
    4003 370  2,4003,0.457021,24,1,5,2,1
    4003 382  2,4003,0.457021,24,1,4,1,1
    4003 421  1,4003,0.457021,24,1,5,2,1
    4004  82  1,4004,0.457021,24,1,5,2,1
    4004 175  3,4004,0.457021,24,1,5,2,1
    4004 196  2,4004,0.457021,24,0,4,2,1
    4004 238  1,4004,0.457021,24,0,4,2,1
    4005  59  1,4005,0.457021,24,1,5,2,1
    4005  88  2,4005,0.457021,24,1,5,2,1
    4005 128  2,4005,0.457021,24,1,4,3,1
    4005 156  2,4005,0.457021,24,1,5,2,1
    4005 179  1,4005,0.457021,24,0,5,2,1
    4006  77  4,4006,0.457021,24,1,5,2,1
    4006 108  4,4006,0.457021,24,0,3,2,1
    4006 198  4,4006,0.457021,24,1,4,3,1
    4006 218  2,4006,0.457021,24,1,5,0,1
    4006 228  1,4006,0.457021,24,1,4,2,1
    4006 248  1,4006,0.457021,24,0,4,0,1
    4006 349  1,4006,0.457021,24,0,3,0,1
    4007  48  3,4007,1.932664,25,1,3,2,2
    4007  51  2,4007,1.932664,25,0,4,3,2
    4007  84  3,4007,1.932664,25,1,4,2,2
    4007 116  3,4007,1.932664,25,1,4,2,2
    4007 117  2,4007,1.932664,25,1,3,2,2
    4301  13  2,4301,1.932664,25,0,1,0,2
    4301  15  4,4301,1.932664,25,0,2,2,2
    4301  17  2,4301,1.932664,25,0,1,0,2
    4301  19  1,4301,1.932664,25,0,1,1,2
    4301  20  2,4301,1.932664,25,0,1,0,2
    4301  21  2,4301,1.932664,25,0,2,2,2
    4301  64  1,4301,1.932664,25,0,2,1,2
    4301  65  3,4301,1.932664,25,0,2,2,2
    4301  66  1,4301,1.932664,25,0,2,2,2
    4301 135  3,4301,1.932664,25,0,1,1,2
    4301 182  2,4301,1.932664,25,0,1,1,2
    4301 183  2,4301,1.932664,25,0,1,0,2
    4301 184  2,4301,1.932664,25,1,2,2,2
    4301 188  2,4301,1.932664,25,0,1,0,2
    4401  42  7,4401,1.932664,25,0,4,2,2
    4401  67  2,4401,1.932664,25,0,4,3,2
    4401  68  1,4401,1.932664,25,1,4,1,2
    4401  96  1,4401,1.932664,25,0,4,2,2
    4401  97  3,4401,1.932664,25,1,4,2,2
    4401 101  2,4401,1.932664,25,1,4,2,2
    4501  84  2,4501,0.457021,24,0,4,2,1
    4501 104  2,4501,0.457021,24,1,5,2,1
    4501 118  2,4501,0.457021,24,1,4,1,1
    4501 200  1,4501,0.457021,24,1,4,2,1
    4502  66  3,4502,0.457021,24,0,4,2,1
    4502  88  3,4502,0.457021,24,1,4,2,1
    4503  10  1,4503,1.932664,25,1,2,2,2
    4503  53  1,4503,1.932664,25,0,3,2,2
    4503  62  2,4503,1.932664,25,1,3,0,2
    4503 107  3,4503,1.932664,25,0,3,0,2
    4503 155  2,4503,1.932664,25,0,2,1,2
    4503 160  3,4503,1.932664,25,0,2,1,2
    4503 161  4,4503,1.932664,25,0,3,2,2
    4504  12  3,4504,1.932664,25,1,4,2,2
    4504  36  2,4504,1.932664,25,1,3,2,2
    4504  38  1,4504,1.932664,25,0,1,1,2
    4504  63  4,4504,1.932664,25,0,3,2,2
    4504  85  1,4504,1.932664,25,0,3,2,2
    4601   8  2,4601,1.932664,25,0,1,0,2
    4601  15  4,4601,1.932664,25,0,3,2,2
    4601  19  8,4601,1.932664,25,0,1,1,2
    4601  21  5,4601,1.932664,25,0,1,2,2
    4601  23  4,4601,1.932664,25,0,2,1,2
    4601  24  4,4601,1.932664,25,0,1,2,2
    4601  34  3,4601,1.932664,25,0,1,1,2
    4601  47  5,4601,1.932664,25,0,1,1,2
    4601  48  2,4601,1.932664,25,0,2,2,2
    4601  54  4,4601,1.932664,25,0,1,0,2
    4601  56  5,4601,1.932664,25,0,1,0,2
    4701   1  9,4701,1.932664,25,1,3,2,2
    4701   4  2,4701,1.932664,25,0,1,0,2
    4701  33  4,4701,1.932664,25,1,2,2,2
    4701  74  4,4701,1.932664,25,0,2,1,2
    4801  16  2,4801,1.178062,19,0,5,2,2
    4801  20  4,4801,1.178062,19,1,5,3,2
    4801 186  2,4801,1.178062,19,1,5,3,2
    4802  49  2,4802,1.178062,19,0,5,2,2
    4802 125  1,4802,1.178062,19,1,5,2,2
    4802 207  3,4802,1.178062,19,0,4,2,2
    4802 213  4,4802,1.178062,19,1,4,2,2
    4802 214  2,4802,1.178062,19,0,3,0,2
    4802 275  3,4802,1.178062,19,1,4,2,2
    4803  11  2,4803,1.178062,19,1,5,2,2
    4803  12  3,4803,1.178062,19,1,5,3,2
    4803 110  1,4803,1.178062,19,1,5,2,2
    4803 111  3,4803,1.178062,19,1,3,2,2
    4803 115  1,4803,1.178062,19,1,5,1,2
    4803 190  7,4803,1.178062,19,0,4,2,2
    4803 191  3,4803,1.178062,19,1,3,1,2
    4803 277  1,4803,1.178062,19,1,4,2,2
    4803 284  3,4803,1.178062,19,1,5,2,2
    4803 286  6,4803,1.178062,19,0,4,0,2
    4804  32  2,4804,1.178062,19,0,2,1,2
    4804  37  6,4804,1.178062,19,1,5,2,2
    4804  40  2,4804,1.178062,19,0,3,2,2
    4804  41  2,4804,1.178062,19,1,4,1,2
    4804 162  4,4804,1.178062,19,1,4,2,2
    4804 163  2,4804,1.178062,19,1,3,1,2
    4804 165  2,4804,1.178062,19,0,5,0,2
    4804 431  1,4804,1.178062,19,1,4,0,2
    4805  53  3,4805,1.178062,19,1,3,1,2
    4805  57  2,4805,1.178062,19,1,5,3,2
    4805 172  2,4805,1.178062,19,1,2,0,2
    4805 174  2,4805,1.178062,19,0,2,0,2
    4805 175  3,4805,1.178062,19,1,3,0,2
    4805 178  1,4805,1.178062,19,0,1,0,2
    4805 279  4,4805,1.178062,19,0,4,1,2
    4805 280  3,4805,1.178062,19,1,3,0,2
    4805 283  7,4805,1.178062,19,0,5,2,2
    4805 284  4,4805,1.178062,19,0,2,0,2
    4805 286  2,4805,1.178062,19,1,5,3,2
    4805 379  4,4805,1.178062,19,0,4,0,2
    4805 382  2,4805,1.178062,19,0,3,0,2
    4805 385  5,4805,1.178062,19,1,3,1,2
    48051401  2,4805,1.178062,19,0,2,0,2
    4806 116  3,4806,1.178062,19,1,5,2,2
    4806 117  3,4806,1.178062,19,1,4,2,2
    4806 117  5,4806,1.178062,19,1,4,2,2
    4806 276  3,4806,1.178062,19,1,5,2,2
    4806 276  8,4806,1.178062,19,1,5,2,2
    4806 411  5,4806,1.178062,19,1,5,3,2
    4807  40  4,4807,1.178062,19,0,4,0,2
    4807  90  4,4807,1.178062,19,1,3,3,2
    4807  92  2,4807,1.178062,19,1,5,2,2
    4807 138  6,4807,1.178062,19,1,4,2,2
    4807 140  4,4807,1.178062,19,1,3,2,2
    4807 146  2,4807,1.178062,19,1,2,0,2
    4807 178  2,4807,1.178062,19,1,1,0,2
    4807 179  2,4807,1.178062,19,0,2,1,2
